timestamp,open,high,low,close,volume
1758222000000,147.88,147.96,147.844,147.95,4168.71
1758225600000,147.951,148.015,147.945,147.987,4252.04
1758229200000,147.991,147.991,147.831,147.942,1033.14
1758232800000,147.958,147.98,147.905,147.94,2867.83
1758236400000,147.945,148.004,147.936,147.963,1515.33
1758240000000,147.966,148.113,147.892,148.007,5728.24
1758243600000,148.008,148.094,147.934,148.062,5260.85
1758247200000,148.062,148.103,147.95,147.99,3872.24
1758250800000,147.982,147.992,147.369,147.622,10338.92
1758254400000,147.623,147.626,147.197,147.523,14051.82
1758258000000,147.523,147.58,147.415,147.511,9567.67
1758261600000,147.51,147.988,147.467,147.851,15896.06
1758265200000,147.848,147.956,147.666,147.934,11642.45
1758268800000,147.932,148.032,147.81,147.855,8913.89
1758272400000,147.855,147.982,147.754,147.955,5878.47
1758276000000,147.957,147.973,147.854,147.941,4924.46
1758279600000,147.94,148.197,147.931,148.164,7478.05
1758283200000,148.163,148.281,148.014,148.16,10199.56
1758286800000,148.159,148.159,147.805,147.832,12881.68
1758290400000,147.834,147.923,147.789,147.887,11483.58
1758294000000,147.887,147.951,147.827,147.836,8650.0
1758297600000,147.833,147.926,147.795,147.849,4393.25
1758301200000,147.85,147.951,147.844,147.943,4211.4
1758304800000,147.943,147.975,147.918,147.962,3005.71
1758308400000,147.962,147.995,147.919,147.939,3565.28
1758312000000,147.94,147.993,147.892,147.892,4643.28
1758488400000,147.867,147.926,147.851,147.882,174.58
1758492000000,147.891,148.013,147.871,147.99,1379.82
1758495600000,147.989,148.11,147.975,148.099,2048.5
1758499200000,148.105,148.257,148.103,148.162,8048.2
1758502800000,148.159,148.215,148.09,148.191,7617.0
1758506400000,148.192,148.353,148.181,148.348,6346.4
1758510000000,148.352,148.376,148.302,148.336,3382.23
1758513600000,148.338,148.368,148.274,148.287,3534.4
1758517200000,148.287,148.305,148.222,148.253,2408.25
1758520800000,148.256,148.258,147.996,148.076,6332.02
1758524400000,148.076,148.132,147.893,148.115,8858.28
1758528000000,148.116,148.127,147.816,147.854,7938.8
1758531600000,147.853,147.944,147.798,147.876,5797.79
1758535200000,147.877,147.931,147.821,147.857,5428.32
1758538800000,147.859,147.907,147.739,147.842,6008.25
1758542400000,147.842,147.93,147.76,147.841,8770.13
1758546000000,147.839,147.964,147.73,147.819,11786.59
1758549600000,147.818,147.983,147.814,147.877,10422.23
1758553200000,147.878,147.902,147.819,147.837,6365.01
1758556800000,147.837,147.886,147.735,147.741,5767.71
1758560400000,147.739,147.78,147.658,147.684,3805.37
1758564000000,147.684,147.773,147.66,147.729,4815.97
1758567600000,147.727,147.737,147.689,147.735,3114.14
1758571200000,147.733,147.779,147.701,147.702,3377.08
1758574800000,147.702,147.81,147.65,147.701,624.22
1758578400000,147.716,147.739,147.661,147.699,1011.94
1758582000000,147.697,147.767,147.681,147.73,1777.22
1758585600000,147.731,147.766,147.651,147.668,3384.71
1758589200000,147.666,147.701,147.599,147.62,3800.75
1758592800000,147.619,147.814,147.609,147.797,4502.2
1758596400000,147.798,147.865,147.747,147.759,3825.52
1758600000000,147.756,147.813,147.731,147.798,1821.45
1758603600000,147.799,147.839,147.738,147.8,2868.27
1758607200000,147.801,147.834,147.635,147.719,4885.54
1758610800000,147.718,147.821,147.645,147.729,7537.67
1758614400000,147.728,147.776,147.534,147.565,7689.3
1758618000000,147.565,147.624,147.508,147.609,5048.14
1758621600000,147.608,147.768,147.58,147.716,5460.99
1758625200000,147.717,147.795,147.687,147.765,5316.49
1758628800000,147.763,147.884,147.756,147.774,8455.16
1758632400000,147.77,147.886,147.668,147.674,10593.74
1758636000000,147.674,147.801,147.616,147.762,10455.59
1758639600000,147.763,147.925,147.749,147.841,6511.95
1758643200000,147.838,147.926,147.686,147.772,8379.22
1758646800000,147.771,147.773,147.491,147.58,8629.0
1758650400000,147.578,147.623,147.459,147.58,7458.45
1758654000000,147.582,147.631,147.551,147.631,5511.2
1758657600000,147.632,147.673,147.586,147.616,3892.37
1758661200000,147.615,147.647,147.505,147.551,1558.76
1758664800000,147.545,147.629,147.541,147.613,1505.92
1758668400000,147.61,147.664,147.575,147.602,2005.18
1758672000000,147.601,147.828,147.517,147.776,7153.15
1758675600000,147.774,147.812,147.714,147.754,7195.79
1758679200000,147.755,147.789,147.722,147.771,3435.85
1758682800000,147.77,147.877,147.76,147.871,2841.18
1758686400000,147.873,147.961,147.873,147.903,2868.34
1758690000000,147.904,147.94,147.816,147.877,4030.84
1758693600000,147.875,148.106,147.87,148.058,4811.94
1758697200000,148.057,148.099,148.005,148.042,4958.63
1758700800000,148.041,148.292,148.015,148.264,6892.31
1758704400000,148.262,148.344,148.212,148.28,5705.8
1758708000000,148.28,148.421,148.28,148.395,3901.77
1758711600000,148.393,148.517,148.379,148.5,5721.64
1758715200000,148.501,148.714,148.43,148.67,8708.87
1758718800000,148.671,148.775,148.614,148.709,10354.73
1758722400000,148.704,148.78,148.591,148.711,13042.97
1758726000000,148.71,148.774,148.694,148.711,17074.95
1758729600000,148.71,148.792,148.687,148.764,9904.24
1758733200000,148.764,148.767,148.705,148.739,6943.31
1758736800000,148.741,148.872,148.737,148.84,3925.54
1758740400000,148.84,148.888,148.833,148.86,3970.2
1758744000000,148.859,148.915,148.855,148.895,2271.83
1758747600000,148.892,148.892,148.714,148.768,694.21
1758751200000,148.768,148.849,148.768,148.805,1343.0
1758754800000,148.804,148.833,148.723,148.779,2912.24
1758758400000,148.783,148.792,148.562,148.57,7132.19
1758762000000,148.574,148.859,148.558,148.754,5002.85
1758765600000,148.753,148.758,148.616,148.751,3579.68
1758769200000,148.751,148.774,148.657,148.672,2358.4
1758772800000,148.671,148.7,148.599,148.602,2614.21
1758776400000,148.602,148.813,148.596,148.809,3678.06
1758780000000,148.812,148.86,148.729,148.782,5538.94
1758783600000,148.781,148.827,148.635,148.82,7274.05
1758787200000,148.82,148.823,148.663,148.741,6974.54
1758790800000,148.741,148.812,148.685,148.792,5271.08
1758794400000,148.794,148.799,148.726,148.798,3380.5
1758798000000,148.8,148.892,148.795,148.837,6205.97
1758801600000,148.838,149.355,148.801,149.243,18374.49
1758805200000,149.243,149.476,149.143,149.425,16187.96
1758808800000,149.427,149.636,149.341,149.636,15864.84
1758812400000,149.637,149.841,149.625,149.787,11277.5
1758816000000,149.788,149.866,149.709,149.813,8096.05
1758819600000,149.814,149.918,149.76,149.805,7501.77
1758823200000,149.805,149.928,149.728,149.888,7339.56
1758826800000,149.887,149.897,149.725,149.771,5365.93
1758830400000,149.77,149.811,149.745,149.782,2490.87
1758834000000,149.784,149.809,149.723,149.743,877.18
1758837600000,149.741,149.805,149.724,149.738,1389.11
1758841200000,149.737,149.955,149.731,149.875,5439.1
1758844800000,149.874,149.945,149.636,149.682,9980.75
1758848400000,149.683,149.848,149.632,149.828,7154.36
1758852000000,149.826,149.832,149.69,149.721,4359.51
1758855600000,149.72,149.744,149.671,149.704,2733.37
1758859200000,149.705,149.73,149.643,149.644,3192.4
1758862800000,149.646,149.721,149.615,149.71,3309.87
1758866400000,149.71,149.798,149.694,149.722,6092.71
1758870000000,149.723,149.884,149.723,149.847,6965.37
1758873600000,149.848,149.848,149.65,149.751,5128.08
1758877200000,149.751,149.796,149.711,149.786,4940.35
1758880800000,149.788,149.951,149.782,149.89,3866.94
1758884400000,149.891,149.898,149.756,149.787,5409.57
1758888000000,149.788,149.835,149.584,149.623,13382.55
1758891600000,149.62,149.783,149.513,149.736,13301.09
1758895200000,149.735,149.735,149.465,149.502,11745.91
1758898800000,149.503,149.574,149.424,149.521,8868.85
1758902400000,149.519,149.595,149.491,149.551,6419.19
1758906000000,149.549,149.559,149.476,149.52,3161.51
1758909600000,149.521,149.553,149.404,149.441,3637.21
1758913200000,149.44,149.558,149.436,149.506,3620.29
1758916800000,149.505,149.549,149.473,149.489,3241.5
1759093200000,149.399,149.491,149.399,149.491,202.83
1759096800000,149.489,149.513,149.399,149.469,2002.19
1759100400000,149.469,149.474,149.339,149.412,2120.31
1759104000000,149.412,149.421,149.112,149.177,5601.08
1759107600000,149.175,149.279,149.016,149.09,7497.84
1759111200000,149.09,149.095,148.901,148.937,4404.11
1759114800000,148.938,148.959,148.884,148.934,3105.29
1759118400000,148.933,148.978,148.886,148.948,3605.06
1759122000000,148.951,148.979,148.742,148.777,6495.37
1759125600000,148.78,148.853,148.713,148.824,6687.57
1759129200000,148.824,148.837,148.522,148.574,8219.21
1759132800000,148.574,148.619,148.469,148.529,6806.84
1759136400000,148.527,148.635,148.472,148.6,5307.61
1759140000000,148.6,148.684,148.571,148.666,4455.14
1759143600000,148.669,148.797,148.619,148.629,5532.28
1759147200000,148.63,148.812,148.574,148.605,10341.58
1759150800000,148.605,148.738,148.479,148.581,10324.74
1759154400000,148.577,148.651,148.53,148.649,11054.01
1759158000000,148.648,148.651,148.502,148.567,7013.94
1759161600000,148.568,148.615,148.556,148.58,3362.64
1759165200000,148.58,148.648,148.552,148.585,3127.99
1759168800000,148.584,148.641,148.546,148.636,2946.4
1759172400000,148.637,148.673,148.557,148.627,3234.81
1759176000000,148.628,148.694,148.583,148.583,2680.73
1759179600000,148.583,148.647,148.439,148.582,1300.53
1759183200000,148.58,148.653,148.575,148.595,931.42
1759186800000,148.595,148.63,148.502,148.617,2501.42
1759190400000,148.619,148.845,148.552,148.793,8086.31
1759194000000,148.791,148.791,148.599,148.75,6847.52
1759197600000,148.748,148.802,148.625,148.717,3123.66
1759201200000,148.716,148.721,148.512,148.516,3360.88
1759204800000,148.515,148.591,148.387,148.402,5764.77
1759208400000,148.401,148.444,148.226,148.288,6128.23
1759212000000,148.287,148.351,148.051,148.072,7668.94
1759215600000,148.072,148.176,147.94,148.051,9083.5
1759219200000,148.055,148.094,147.837,147.856,9774.28
1759222800000,147.856,147.986,147.832,147.968,7076.19
1759226400000,147.968,148.036,147.898,148.026,4405.99
1759230000000,148.024,148.098,147.965,147.969,4114.23
1759233600000,147.97,148.026,147.898,147.955,7268.92
1759237200000,147.954,148.062,147.81,147.897,9360.97
1759240800000,147.895,148.001,147.651,147.687,14850.35
1759244400000,147.686,148.016,147.66,147.964,10095.51
1759248000000,147.965,147.966,147.704,147.743,5749.47
1759251600000,147.743,147.847,147.649,147.783,6833.55
1759255200000,147.782,147.883,147.769,147.871,4140.78
1759258800000,147.87,147.923,147.827,147.865,4285.44
1759262400000,147.864,147.98,147.841,147.841,3686.75
1759266000000,147.841,147.857,147.788,147.84,684.07
1759269600000,147.839,147.923,147.814,147.906,1144.35
1759273200000,147.904,148.028,147.811,148.025,3144.85
1759276800000,148.024,148.226,148.024,148.108,7576.45
1759280400000,148.108,148.167,147.941,147.952,4253.02
1759284000000,147.95,148.009,147.884,147.915,4499.9
1759287600000,147.916,147.999,147.867,147.927,2999.74
1759291200000,147.926,147.957,147.552,147.555,4613.11
1759294800000,147.553,147.642,147.46,147.528,7099.47
1759298400000,147.526,147.526,147.167,147.229,9730.47
1759302000000,147.231,147.322,147.02,147.122,13213.61
1759305600000,147.123,147.152,146.901,147.149,10327.51
1759309200000,147.153,147.227,147.07,147.207,7169.22
1759312800000,147.206,147.263,147.058,147.077,7302.23
1759316400000,147.076,147.108,146.995,147.003,5943.56
1759320000000,147.0,147.117,146.587,146.797,23003.41
1759323600000,146.794,146.872,146.619,146.712,16536.78
1759327200000,146.71,147.048,146.698,146.861,19372.86
1759330800000,146.864,147.21,146.842,147.149,12421.58
1759334400000,147.15,147.254,147.093,147.161,6619.23
1759338000000,147.16,147.189,147.112,147.168,4200.21
1759341600000,147.166,147.229,147.021,147.089,5225.79
1759345200000,147.089,147.159,147.054,147.097,3552.74
1759348800000,147.097,147.164,147.046,147.046,3369.5
1759352400000,147.044,147.044,147.025,147.034,299.96
1759356000000,147.034,147.065,146.997,147.006,1240.09
1759359600000,147.005,147.112,146.997,147.108,1833.1
1759363200000,147.108,147.322,147.107,147.192,6608.16
1759366800000,147.195,147.225,146.957,146.986,4877.23
1759370400000,146.985,147.184,146.939,147.164,2879.97
1759374000000,147.165,147.195,147.051,147.084,3851.12
1759377600000,147.085,147.199,147.072,147.172,2516.51
1759381200000,147.174,147.266,147.117,147.163,4384.3
1759384800000,147.16,147.378,146.89,147.156,8674.65
1759388400000,147.154,147.216,147.01,147.082,7889.66
1759392000000,147.079,147.082,146.725,146.795,7605.51
1759395600000,146.796,146.809,146.599,146.622,7555.06
1759399200000,146.62,146.766,146.619,146.642,6506.83
1759402800000,146.641,146.859,146.623,146.796,5631.17
1759406400000,146.797,147.199,146.744,147.16,11622.15
1759410000000,147.161,147.268,147.056,147.225,13678.03
1759413600000,147.222,147.342,147.152,147.328,11484.39
1759417200000,147.329,147.514,147.329,147.349,8350.1
1759420800000,147.351,147.365,147.163,147.164,5722.12
1759424400000,147.167,147.236,147.14,147.182,4303.74
1759428000000,147.184,147.217,147.163,147.212,3359.38
1759431600000,147.21,147.252,147.127,147.236,2796.92
1759435200000,147.24,147.293,147.186,147.229,2172.65
1759438800000,147.222,147.238,147.191,147.207,743.26
1759442400000,147.207,147.224,147.165,147.195,659.55
1759446000000,147.192,147.204,147.092,147.156,1545.05
1759449600000,147.155,147.381,147.155,147.352,6830.48
1759453200000,147.353,147.684,147.178,147.511,10362.02
1759456800000,147.512,147.686,147.499,147.651,4444.71
1759460400000,147.65,147.765,147.613,147.629,3177.27
1759464000000,147.628,147.743,147.593,147.724,2192.48
1759467600000,147.723,147.814,147.572,147.784,5792.2
1759471200000,147.782,147.804,147.499,147.605,6564.73
1759474800000,147.604,147.683,147.408,147.412,6187.33
1759478400000,147.413,147.441,147.278,147.325,6937.03
1759482000000,147.325,147.431,147.308,147.37,8654.14
1759485600000,147.366,147.388,147.311,147.322,3470.75
1759489200000,147.323,147.42,147.218,147.278,4887.34
1759492800000,147.276,147.411,147.23,147.263,6831.55
1759496400000,147.262,147.382,147.216,147.352,8290.11
1759500000000,147.351,147.518,147.067,147.446,15102.26
1759503600000,147.445,147.491,147.306,147.338,7435.3
1759507200000,147.337,147.536,147.328,147.505,3313.08
1759510800000,147.505,147.513,147.408,147.506,3483.83
1759514400000,147.504,147.543,147.467,147.5,3117.6
1759518000000,147.5,147.525,147.457,147.458,2730.22
1759521600000,147.459,147.515,147.383,147.399,4396.54
1759698000000,149.491,149.496,149.104,149.104,2753.58
1759701600000,149.125,149.396,149.044,149.324,11952.79
1759705200000,149.318,149.657,149.232,149.583,12423.55
1759708800000,149.58,149.861,149.447,149.707,18947.65
1759712400000,149.706,149.831,149.587,149.773,11987.02
1759716000000,149.774,149.917,149.716,149.871,6067.73
1759719600000,149.87,150.1,149.819,150.062,5866.48
1759723200000,150.064,150.343,149.85,150.314,11305.27
1759726800000,150.313,150.435,150.225,150.258,7133.61
1759730400000,150.257,150.349,150.01,150.032,12317.52
1759734000000,150.033,150.217,149.952,150.029,15436.4
1759737600000,150.027,150.396,149.994,150.365,16406.4
